Time:200.0 Hz,Epoch,FP1,FP2,O1,O2,Event Id,Event Date,Event Duration
1.9049999999999814,95, -170.09, -182.80, -135.89, -198.70,,,
1.9099999999999813,95, -180.13, -187.35, -126.58, -205.11,,,
1.9149999999999812,95, -182.72, -192.84, -165.76, -217.88,,,
1.919999999999981,96, -186.00, -194.09, -183.46, -222.41,,,
1.924999999999981,96, -186.56, -189.99, -173.92, -221.06,,,
1.9299999999999808,96, -181.20, -186.73, -162.49, -219.49,,,
1.9349999999999807,96, -177.27, -190.59, -155.23, -220.42,,,
1.9399999999999806,97, -185.36, -192.95, -155.82, -223.33,,,
1.9449999999999805,97, -187.88, -191.40, -157.81, -222.33,,,
1.9499999999999804,97, -183.98, -192.79, -168.36, -228.04,,,
1.9549999999999803,97, -180.95, -192.38, -153.96, -212.01,,,
1.9599999999999802,98, -169.70, -182.03, -150.79, -207.27,,,
1.96499999999998,98, -178.56, -184.57, -167.34, -217.05,,,
1.96999999999998,98, -177.14, -183.68, -160.80, -208.52,,,
1.9749999999999799,98, -168.04, -184.29, -153.19, -211.43,,,
1.9799999999999798,99, -165.74, -178.15, -145.26, -207.23,,,
1.9849999999999797,99, -173.53, -181.17, -152.33, -212.98,,,
1.9899999999999796,99, -169.71, -183.81, -150.22, -207.39,,,
1.9949999999999795,99, -175.70, -187.73, -144.11, -207.15,,,
1.9999999999999793,100, -175.52, -186.79, -147.39, -202.33,,,
2.0049999999999795,100, -165.35, -181.97, -141.73, -199.66,,,
2.0099999999999794,100, -173.36, -185.95, -137.00, -199.51,,,
2.0149999999999793,100, -168.95, -184.77, -120.39, -187.15,,,
2.019999999999979,101, -166.46, -181.94, -113.37, -183.49,,,
2.024999999999979,101, -174.96, -185.43, -136.84, -208.10,,,
2.029999999999979,101, -176.17, -183.91, -119.76, -190.44,,,
2.034999999999979,101, -165.67, -181.39, -115.50, -185.52,,,
2.0399999999999787,102, -172.09, -188.52, -117.52, -194.44,,,
